ZONA PORTUARIA               ,SOCIEDAD PORTUARIA,TIPO DE CARGA,EXPORTACION,IMPORTACIÓN,TRANSBORDO,TRANSITO INTERNACIONAL,FLUVIAL,CABOTAJE,MOVILIZACIONES A BORDO,TRANSITORIA,AÑO VIGENCIA,MES VIGENCIA
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL SOLIDO DIFER. DE CARBON,,131074,,,,,,,2019,6
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,1050,4821,,,,,,,2020,4
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,,4093,,,,7457,,,2019,12
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,6541,2612,,,,,,,2019,11
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,79837,114830,,,,,,,2021,4
BUENAVENTURA,GRUPO PORTUARIO S.A,CARBON AL GRANEL,51011,,,,,,,,2019,3
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CONTENEDORES,,213,,,,,,,2021,2
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GENERAL,126,20571,267,,,,,,2020,10
CARTAGENA,PUERTO BUENAVISTA S.A,GENERAL,10717,,,,,1109,,,2019,6
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,GENERAL,2,157,1,,,,,,2019,9
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL SOLIDO DIFER. DE CARBON,,53450,,,,,,,2020,9
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,CONTENEDORES,,,,,,3933,,,2021,3
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,1065,,,2020,4
BUENAVENTURA,GRUPO PORTUARIO S.A,GRANEL SOLIDO DIFER. DE CARBON,,109079,,,,,,,2019,10
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,190,10960,,,,2653,,,2018,12
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CARBON AL GRANEL,,4956,,,,,,,2018,2
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,,22069,30,,,18688,,,2020,6
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL SOLIDO DIFER. DE CARBON,,53256,,,,,,,2018,3
BUENAVENTURA,GRUPO PORTUARIO S.A,GRANEL SOLIDO DIFER. DE CARBON,,29283,,,,,,,2020,12
TURBO,PORTUARIA PUNTA DE VACA S.A.,GRANEL LIQUIDO,,,,,,0,,,2019,5
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,5274,4283,,,,,,,2019,7
CARTAGENA,ATUNAMAR LIMITADA,GENERAL,,,,,,3112,,,2019,8
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CARBON AL GRANEL,29260,,,,,,,,2019,8
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GRANEL SOLIDO DIFER. DE CARBON,3352,,,,,,,,2019,3
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL LIQUIDO,21235,,,,,,,,2020,8
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,16111,,,,,,,2018,10
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,13503,12918,,,,,,,2018,7
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,43013,68086,,237,,349,,1335,2020,12
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL LIQUIDO,10426,,,,,,,,2021,5
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,GRANEL LIQUIDO,,74793,,,,,,,2018,5
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GENERAL,5157,9469,160,,,,,,2020,11
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,GENERAL,,34,1,,,,,,2019,12
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,CONTENEDORES,,181,,,,,,,2019,10
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,GRANEL LIQUIDO,,64884,,,,,,,2018,8
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,100,98942,,,,578,,,2019,4
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,GRANEL SOLIDO DIFER. DE CARBON,,50587,,,,,,,2021,3
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GENERAL,1701,6658,,,,,,,2018,7
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,157982,,,,,,,2018,1
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,76837,112869,400227,,,,,,2019,12
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GENERAL,,,,,1278,,,,2019,9
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL SOLIDO DIFER. DE CARBON,,211782,,,,,,,2018,5
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GRANEL SOLIDO DIFER. DE CARBON,4653,112537,,,,,,,2020,3
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,2161,5612,,,,,,,2020,9
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,6516,,,,,,,2020,1
CARTAGENA,OILTANKING COLOMBIA SA,GRANEL LIQUIDO,,24872,,,,,,,2019,11
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,8290,,,,,,,2019,3
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL LIQUIDO,1575,,,,,,,,2019,3
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,CONTENEDORES,,141,,,,,,,2019,9
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,6513,,,,,,,2019,11
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL SOLIDO DIFER. DE CARBON,7680,275599,,,,,,,2019,12
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GENERAL,274,16347,722,,,11,,,2019,6
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GENERAL,1887,22002,442,,,,,,2018,12
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GENERAL,,,,,,11445,,,2018,10
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GENERAL,,14283,,,,,,,2020,8
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,4700,,,2019,10
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CONTENEDORES,51186,188416,,,,835,,,2020,1
BARRANCABERMEJA,ECOPETROL S.A.,GRANEL LIQUIDO,,,,,37272,,,,2021,2
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,7302,,,2019,12
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GENERAL,,6000,,,,,,,2019,8
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,5751,24227,292,,,20422,,,2020,11
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CARBON AL GRANEL,,10793,,,,,,,2019,4
BUENAVENTURA,GRUPO PORTUARIO S.A,GRANEL SOLIDO DIFER. DE CARBON,,68723,,,,,,,2020,3
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,11438,,,,,,,,2019,3
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,,25530,,,,,,,2021,6
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL LIQUIDO,1498,4501,,,,,,,2019,4
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,,5500,,,,,,,2020,7
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL LIQUIDO,11010,,,,,,,,2020,1
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL SOLIDO DIFER. DE CARBON,,6756,,,,,,,2020,1
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,CARBON AL GRANEL,,,,,,35410,,,2018,7
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,GRANEL LIQUIDO,,,,,,6521,,,2019,4
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,GRANEL LIQUIDO,,,,,,14514,,,2020,10
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL LIQUIDO,,5521,,,,,,,2018,5
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,39907,67795,,,,,,0,2018,2
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,50922,,,,,,,2019,9
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,86721,107748,339537,,,22384,,,2020,12
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,5140,34131,,,,,,,2020,10
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL SOLIDO DIFER. DE CARBON,,216521,,,,,,,2020,5
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,CONTENEDORES,,24,16,,,1441,,,2018,3
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,7957,,,,,,,2019,1
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,0,24552,307,,,,,,2019,3
GUAJIRA,PUERTO BRISA S.A.,CARBON AL GRANEL,69070,,,,,,,,2021,5
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,11414,,,,,,,,2019,2
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,4859,,,2021,4
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,CONTENEDORES,,45,104,,,526,,,2018,11
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,81179,,,,,69462,,,2020,5
BARRANCABERMEJA,ECOPETROL S.A.,GRANEL LIQUIDO,,,,,76626,,,,2018,7
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,CONTENEDORES,182511,212286,419854,,,,,,2018,11
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GRANEL SOLIDO DIFER. DE CARBON,,38703,,,,,,,2018,1
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,10000,14878,,,,,,,2018,10
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GRANEL SOLIDO DIFER. DE CARBON,3476,,,,,2567,,,2019,6
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CONTENEDORES,,6,,,,,,,2021,4
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GENERAL,1652,11331,1249,,,336,,,2019,4
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,64517,,,,,,,,2019,11
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,2079,,,2019,12
GUAJIRA,PUERTO BRISA S.A.,CARBON AL GRANEL,89000,,,,,,,,2020,4
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,27597,,,,,,,,2018,1
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,35951,45389,,,,0,,0,2018,1
BARRANQUILLA,ATUNAMAR LIMITADA,GENERAL,,,,,,3096,,,2018,2
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,7316,,,2018,7
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,51722,,,,2018,7
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,2437,,,2020,10
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,62740,,,,,,,,2019,7
GUAJIRA,CERREJON ZONA NORTE S.A.,GENERAL,,1358,,,,,,,2018,3
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,GRANEL LIQUIDO,,3507,,,,,,,2020,2
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,CONTENEDORES,,103,,,,,,,2018,7
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,GENERAL,,84,1888,,,,,,2018,8
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,49190,,,,,,,2020,10
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CARBON AL GRANEL,120993,,,,,,,,2020,11
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,47317,77991,,284,,,,0,2018,11
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,9400,26500,,,,,,,2018,8
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,4213,15178,,,,,,,2019,8
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL SOLIDO DIFER. DE CARBON,9000,351475,,,,,,,2021,1
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GENERAL,,38013,,,,,,,2019,6
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GENERAL,18,60573,,,,,,,2018,3
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,CONTENEDORES,123881,149692,42731,,,,,,2019,11
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CONTENEDORES,,53,,,,,,,2018,8
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,37433,,,,,,,2020,1
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL LIQUIDO,,36937,,,,,,,2019,3
CARTAGENA,ATUNAMAR LIMITADA,GENERAL,,,,,,3547,,,2021,5
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,GRANEL LIQUIDO,,40920,,,,,,,2018,10
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,103975,,,,,,,2018,9
TURBO,PORTUARIA PUNTA DE VACA S.A.,GRANEL LIQUIDO,,,,,,769,,,2018,7
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,2300,12620,,,,,,,2021,4
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,13705,6806,,,,,,373,2020,6
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,CARBON AL GRANEL,8081,,,,,,,,2021,6
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,,41431,,,,,,,2020,7
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,199,75982,,,,571,4024,,2019,1
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,1267,13914,,,,,,,2021,5
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GENERAL,,58,,,,3900,,,2021,5
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,GRANEL SOLIDO DIFER. DE CARBON,93937,,,,,,,,2018,5
BARRANQUILLA,ATUNAMAR LIMITADA,GENERAL,,,,,,1408,,,2018,12
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,114697,94888,,,,,,,2018,6
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,12281,7940,,,,,,999,2019,6
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,,18210,,,,531,,,2020,1
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,72498,103738,396513,,,,,,2019,4
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,GRANEL LIQUIDO,,38723,,,,,,,2020,5
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,CARBON AL GRANEL,394605,,,,,,,,2020,6
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,CONTENEDORES,,,766,,,199,,,2020,2
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,GRANEL LIQUIDO,,6699,,,,23286,,,2020,6
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,7706,,,,604,,,2020,1
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,GENERAL,,125,,,,,,,2020,12
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL SOLIDO DIFER. DE CARBON,,,,,,1598,,,2018,11
GUAJIRA,CERREJON ZONA NORTE S.A.,CONTENEDORES,0,750,,,,,,,2021,6
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CONTENEDORES,52106,165003,,,,8518,,,2020,7
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,5000,54664,,,,,,,2020,4
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,21,28127,,,,0,,,2019,11
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,GRANEL LIQUIDO,,,,,,29834,,,2020,7
BUENAVENTURA,GRUPO PORTUARIO S.A,CARBON AL GRANEL,,30493,,,,,,,2019,12
GUAJIRA,CERREJON ZONA NORTE S.A.,CONTENEDORES,23,331,,,,,,,2019,12
GUAJIRA,PUERTO BRISA S.A.,CARBON AL GRANEL,186028,,,,,,,,2018,11
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,GENERAL,73,101,43,,,,,,2018,10
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL LIQUIDO,5416,,,,,17779,,,2020,11
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GENERAL,,2957,,,,,,,2019,1
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GENERAL,3836,,,,,,,,2021,3
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,18622,10035,,,,,,,2019,1
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,GENERAL,10484,,,,,,,,2019,10
CIENAGA,AMERICAN PORT COMPANY INC,CARBON AL GRANEL,2519886,,,,,,,,2019,10
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,CONTENEDORES,110732,157913,1022703,,,,,,2019,2
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,GRANEL LIQUIDO,,64130,,,,,,,2020,11
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,GRANEL SOLIDO DIFER. DE CARBON,105449,,,,,,,,2020,12
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,40518,,,,,,,2019,6
CIENAGA,AMERICAN PORT COMPANY INC,CARBON AL GRANEL,2591573,,,,,,,,2020,10
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,CARBON AL GRANEL,55000,,,,,,,,2020,10
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,245813,136155,,,,,,,2018,11
GUAJIRA,PUERTO BRISA S.A.,CARBON AL GRANEL,34844,,,,,,,,2018,12
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,208656,,,,,,,2019,3
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,171517,,,,,,,2019,12
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,CARBON AL GRANEL,,,,,,7467,,,2018,6
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GRANEL SOLIDO DIFER. DE CARBON,,4727,,,,,,,2020,3
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,,,,,2861,,,2019,11
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CARBON AL GRANEL,96732,,,,,,,,2020,10
GUAJIRA,PUERTO BRISA S.A.,CARBON AL GRANEL,16090,,,,,,,,2018,1
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,119180,,,,,,,2018,12
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,5169,5775,,,,,,,2019,7
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,7926,,,,,427,,,2018,9
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,2751,,,2020,9
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL LIQUIDO,,6495,,,,,,,2020,2
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,CONTENEDORES,56519,113207,21718,,,,,,2020,9
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,GENERAL,,280,,,,,,,2020,3
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GENERAL,,29,,,,1889,,,2020,5
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,40252,54559,27,395,,220,,89,2021,1
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,84517,,,,2020,12
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CARBON AL GRANEL,103068,,,,,,,,2020,9
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,CONTENEDORES,35140,88732,65889,,,776,,,2018,12
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,CONTENEDORES,,,,,,4134,,,2020,12
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GENERAL,,19495,,,,,,,2019,10
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,GRANEL LIQUIDO,,12991,,,,,,,2019,8
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL LIQUIDO,4485,5524,,,,,,,2021,1
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CARBON AL GRANEL,24593,,,,,,,,2020,8
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,CONTENEDORES,151530,239707,541963,,,,,,2018,6
CARTAGENA,OILTANKING COLOMBIA SA,GRANEL LIQUIDO,,30060,,,,,,,2019,6
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL LIQUIDO,25456,23533,,,,,,,2019,11
BARRANQUILLA,ATUNAMAR LIMITADA,GENERAL,,,,,,1009,,,2018,3
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,7142,,,,,5929,,,2020,10
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,,44614,,,,,,,2021,1
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL SOLIDO DIFER. DE CARBON,,307265,,,,,,,2021,5
BUENAVENTURA,GRUPO PORTUARIO S.A,CARBON AL GRANEL,74449,,,,,,,,2018,2
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GENERAL,,73902,,,18273,,,,2020,1
BARRANCABERMEJA,ECOPETROL S.A.,GRANEL LIQUIDO,,,,,120560,,,,2019,4
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,8122,,,,,242,,,2018,8
CARTAGENA,ATUNAMAR LIMITADA,GENERAL,,,,,,3249,,,2020,4
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL SOLIDO DIFER. DE CARBON,,4022,,,,,,,2021,4
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GRANEL SOLIDO DIFER. DE CARBON,,2895,,,,,,,2020,8
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,146067,,,,,,,2020,3
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GENERAL,901,14929,,,,,,,2018,1
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,48533,19955,1329,,,2047,,,2019,1
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL LIQUIDO,3147,14218,,,,,,,2020,10
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,64643,,,,,,,,2019,12
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,19415,,,,,,,2020,4
